order_id,date,day_of_week,pickup_area,delivery_area,distance_km,dabbawala_id,customer_type,tiffin_type,tiffin_weight_kg,delivery_time_min,status,payment_mode,charge_inr,monthly_subscription,customer_feedback,return_reason
DBW03428,2023-10-07,Saturday,Malad,Lower Parel,14.96,DW021,Residential,Non-Veg,1.79,63,Delayed,Monthly-Pre-paid,146.04,Yes,Poor,
DBW03429,2023-07-24,Monday,Sion,Lower Parel,15.58,DW077,Corporate,Mix,1.51,61,Delivered,Monthly-Pre-paid,149.92,Yes,Average,
DBW03430,2022-08-08,Monday,Vikhroli,Worli,6.49,DW002,Corporate,Veg,1.18,51,Delayed,Cash,50.26,Yes,Good,
DBW03431,2022-07-02,Saturday,Borivali,Thane,5.5,DW015,Residential,Non-Veg,2.78,25,Delivered,Digital,63.59,Yes,Excellent,
DBW03432,2023-07-17,Monday,Ghatkopar,Borivali,18.71,DW080,Residential,Mix,2.21,73,Delivered,Cash,154.93,Yes,Excellent,
DBW03433,2022-06-01,Wednesday,Kurla,Borivali,7.15,DW085,Corporate,Non-Veg,1.77,32,Delivered,Monthly-Pre-paid,66.16,No,Good,
DBW03434,2022-09-03,Saturday,Dadar,Vikhroli,7.46,DW130,Residential,Non-Veg,1.92,20,Delivered,Cash,95.13,No,nan,
DBW03435,2022-06-21,Tuesday,Sion,Lower Parel,15.34,DW147,Corporate,Mix,1.67,78,Delayed,Monthly-Pre-paid,202.47,No,Good,
DBW03436,2023-03-19,Sunday,Vikhroli,Kurla,2.94,DW041,Corporate,Non-Veg,1.17,13,Delivered,Monthly-Pre-paid,56.43,No,Poor,
DBW03437,2022-08-03,Wednesday,Borivali,Thane,4.29,DW050,School,Non-Veg,2.32,26,Delivered,Digital,69.32,No,Excellent,
DBW03438,2023-04-26,Wednesday,Chembur,Thane,7.65,DW030,School,Non-Veg,2.23,45,Delivered,Digital,79.78,Yes,Good,
DBW03439,2023-11-14,Tuesday,Dadar,Sion,13.59,DW034,Corporate,Mix,0.81,51,Delivered,Monthly-Pre-paid,123.03,Yes,Excellent,
DBW03440,2023-08-29,Tuesday,Ghatkopar,Sion,19.03,DW066,Corporate,Veg,1.91,66,Delivered,Monthly-Pre-paid,213.08,Yes,nan,
DBW03441,2023-11-24,Friday,Sion,Sion,0.53,DW149,Hospital,Mix,1.97,25,Delivered,Digital,22.19,No,Excellent,
DBW03442,2022-01-18,Tuesday,Sion,Ghatkopar,19.42,DW135,Residential,Veg,1.64,75,Delivered,Monthly-Pre-paid,155.4,No,Excellent,
DBW03443,2022-11-29,Tuesday,Ghatkopar,Vikhroli,14.31,DW137,Corporate,Veg,2.85,51,Delivered,Cash,148.16,Yes,Excellent,
DBW03444,2022-06-10,Friday,Vikhroli,Kurla,2.85,DW068,Corporate,Veg,2.79,34,Delivered,Cash,46.32,No,Excellent,
DBW03445,2023-11-02,Thursday,Thane,Lower Parel,15.0,DW099,Corporate,Veg,1.61,55,Delivered,Cash,158.92,No,Good,
DBW03446,2023-06-04,Sunday,Worli,Borivali,5.89,DW109,Residential,Mix,1.69,30,Delivered,Digital,100.67,Yes,nan,
DBW03447,2022-08-22,Monday,Goregaon,Vikhroli,13.73,DW037,Residential,Veg,1.63,59,Delivered,Monthly-Pre-paid,145.39,No,nan,
DBW03448,2023-02-16,Thursday,Andheri,Dadar,4.97,DW070,Corporate,Mix,1.49,32,Delivered,Monthly-Pre-paid,73.16,Yes,Good,
DBW03449,2023-03-18,Saturday,Thane,Thane,1.01,DW083,Corporate,Veg,1.34,15,Delivered,Cash,48.01,No,Poor,
DBW03450,2022-12-28,Wednesday,Churchgate,Kurla,11.04,DW056,Corporate,Non-Veg,2.05,49,Delivered,Cash,158.85,No,Good,
DBW03451,2022-12-13,Tuesday,Thane,Goregaon,19.26,DW071,Residential,Non-Veg,2.78,77,Delivered,Monthly-Pre-paid,218.22,Yes,Poor,
DBW03452,2022-02-10,Thursday,Dadar,Dadar,1.34,DW067,Hospital,Non-Veg,2.58,22,Delivered,Digital,35.98,Yes,Excellent,
DBW03453,2022-11-27,Sunday,Bandra,Malad,7.9,DW010,Residential,Mix,2.19,23,Delivered,Cash,107.44,No,Good,
DBW03454,2022-09-12,Monday,Kurla,Churchgate,12.21,DW116,Residential,Non-Veg,0.6,41,Delivered,Digital,154.47,No,Excellent,
DBW03455,2023-08-21,Monday,Lower Parel,Dadar,6.27,DW136,Corporate,Mix,0.87,42,Delivered,Digital,90.56,No,nan,
DBW03456,2023-09-24,Sunday,Lower Parel,Lower Parel,0.5,DW114,Residential,Veg,2.33,8,Delivered,Digital,33.01,No,Good,
DBW03457,2023-07-02,Sunday,Borivali,Malad,11.25,DW141,Corporate,Veg,2.61,37,Delivered,Monthly-Pre-paid,112.51,Yes,Excellent,
DBW03458,2022-01-23,Sunday,Andheri,Andheri,0.5,DW065,Corporate,Veg,2.08,9,Delivered,Monthly-Pre-paid,35.48,Yes,Excellent,
DBW03459,2023-09-07,Thursday,Thane,Dadar,11.33,DW009,Residential,Veg,1.65,54,Delivered,Monthly-Pre-paid,103.57,No,Good,
DBW03460,2022-10-17,Monday,Sion,Ghatkopar,21.26,DW041,Hospital,Non-Veg,2.48,67,Delivered,Cash,213.48,Yes,Good,
DBW03461,2022-10-31,Monday,Ghatkopar,Thane,18.3,DW129,Corporate,Veg,2.18,69,Delivered,Digital,197.29,No,Average,
DBW03462,2023-11-21,Tuesday,Worli,Andheri,16.02,DW021,Residential,Veg,2.37,63,Delivered,Digital,152.19,Yes,Poor,
DBW03463,2023-09-26,Tuesday,Sion,Kurla,5.66,DW083,Hospital,Non-Veg,0.87,29,Delivered,Digital,68.49,No,Average,
DBW03464,2022-02-07,Monday,Malad,Sion,12.6,DW001,Residential,Mix,1.97,58,Delivered,Monthly-Pre-paid,114.92,No,Good,
DBW03465,2022-09-20,Tuesday,Churchgate,Ghatkopar,14.47,DW049,Residential,Mix,2.69,54,Delivered,Digital,152.73,Yes,Good,
DBW03466,2023-07-02,Sunday,Dadar,Dadar,0.5,DW017,Corporate,Veg,2.06,9,Delivered,Digital,33.84,No,nan,
DBW03467,2023-01-29,Sunday,Andheri,Andheri,0.5,DW018,Hospital,Veg,2.27,8,Delivered,Monthly-Pre-paid,12.35,No,Good,
DBW03468,2022-07-08,Friday,Lower Parel,Lower Parel,0.5,DW025,Corporate,Non-Veg,1.82,29,Delivered,Monthly-Pre-paid,77.72,No,Good,
DBW03469,2023-01-19,Thursday,Malad,Churchgate,16.49,DW081,Corporate,Mix,1.85,55,Delivered,Digital,135.22,No,Average,
DBW03470,2023-09-25,Monday,Malad,Kurla,7.96,DW104,Corporate,Non-Veg,2.5,40,Delivered,Monthly-Pre-paid,72.05,Yes,Average,
DBW03471,2022-06-13,Monday,Dadar,Chembur,10.33,DW044,Residential,Mix,1.47,43,Delivered,Cash,126.75,No,nan,
DBW03472,2023-06-29,Thursday,Thane,Dadar,10.81,DW123,Residential,Mix,1.42,41,Delivered,Cash,126.33,No,Good,
DBW03473,2023-06-21,Wednesday,Thane,Vikhroli,6.69,DW059,Hospital,Mix,1.56,29,Delivered,Cash,72.78,Yes,Good,
DBW03474,2023-10-09,Monday,Bandra,Thane,15.78,DW111,Residential,Mix,1.81,60,Delivered,Cash,144.59,No,Average,
DBW03475,2022-08-06,Saturday,Ghatkopar,Borivali,19.71,DW080,School,Veg,0.99,60,Delivered,Monthly-Pre-paid,194.51,Yes,Average,
DBW03476,2022-06-07,Tuesday,Borivali,Sion,0.5,DW109,Residential,Non-Veg,2.17,29,Delivered,Cash,39.67,No,Excellent,
DBW03477,2023-02-04,Saturday,Dadar,Lower Parel,6.43,DW147,Residential,Veg,1.72,23,Delivered,Monthly-Pre-paid,70.91,Yes,nan,
DBW03478,2023-01-23,Monday,Churchgate,Churchgate,0.91,DW150,Corporate,Veg,2.23,35,Delivered,Cash,52.16,No,Excellent,
DBW03479,2022-10-26,Wednesday,Worli,Borivali,5.62,DW089,Corporate,Non-Veg,0.74,32,Delivered,Cash,83.54,Yes,Excellent,
DBW03480,2023-07-23,Sunday,Andheri,Sion,11.31,DW145,Residential,Non-Veg,2.23,40,Delivered,Digital,140.5,No,Average,
DBW03481,2023-08-07,Monday,Vikhroli,Vikhroli,0.5,DW106,Residential,Mix,2.47,21,Delivered,Cash,33.25,No,Excellent,
DBW03482,2022-06-29,Wednesday,Lower Parel,Chembur,20.31,DW041,Corporate,Veg,2.02,65,Delivered,Cash,204.63,No,Excellent,
DBW03483,2023-08-04,Friday,Borivali,Thane,4.41,DW141,Residential,Veg,1.82,41,Delivered,Monthly-Pre-paid,61.85,No,nan,
DBW03484,2022-06-18,Saturday,Lower Parel,Sion,17.82,DW022,Corporate,Veg,2.23,57,Delivered,Digital,180.64,Yes,Average,
DBW03485,2022-10-25,Tuesday,Sion,Vikhroli,5.26,DW071,Corporate,Mix,2.44,33,Delivered,Digital,77.47,No,nan,
DBW03486,2022-01-20,Thursday,Thane,Kurla,5.49,DW023,Corporate,Non-Veg,2.06,36,Delivered,Monthly-Pre-paid,86.63,Yes,Excellent,
DBW03487,2022-09-06,Tuesday,Dadar,Andheri,4.65,DW118,Corporate,Non-Veg,2.1,38,Delivered,Monthly-Pre-paid,74.99,No,Excellent,
DBW03488,2023-12-01,Friday,Worli,Malad,16.13,DW135,Corporate,Veg,2.63,73,Delayed,Cash,130.73,No,Good,
DBW03489,2022-11-20,Sunday,Vikhroli,Lower Parel,10.7,DW123,Hospital,Non-Veg,2.18,26,Delivered,Digital,106.2,Yes,Excellent,
DBW03490,2023-06-03,Saturday,Churchgate,Thane,12.53,DW016,Hospital,Veg,1.4,59,Delayed,Digital,131.49,Yes,Good,
DBW03491,2022-03-20,Sunday,Lower Parel,Bandra,10.86,DW041,Corporate,Veg,2.43,36,Delivered,Cash,123.89,No,nan,
DBW03492,2023-04-09,Sunday,Borivali,Vikhroli,5.71,DW052,Corporate,Non-Veg,1.74,14,Delivered,Cash,88.04,No,Good,
DBW03493,2022-09-29,Thursday,Chembur,Borivali,13.36,DW018,Residential,Non-Veg,1.82,44,Delivered,Monthly-Pre-paid,145.09,Yes,Average,
DBW03494,2023-06-28,Wednesday,Sion,Vikhroli,4.46,DW080,Corporate,Non-Veg,1.85,38,Delivered,Monthly-Pre-paid,55.1,No,Average,
DBW03495,2023-11-09,Thursday,Vikhroli,Kurla,2.19,DW006,Hospital,Mix,2.28,36,Returned,Monthly-Pre-paid,61.27,No,Excellent,Customer Unavailable
DBW03496,2023-01-24,Tuesday,Andheri,Andheri,0.5,DW093,Residential,Mix,2.67,27,Delivered,Cash,21.86,No,Excellent,
DBW03497,2022-03-17,Thursday,Dadar,Borivali,12.17,DW087,Hospital,Veg,1.81,48,Delivered,Digital,146.29,Yes,Average,
DBW03498,2022-12-14,Wednesday,Malad,Worli,15.76,DW090,Corporate,Veg,2.67,60,Delivered,Cash,176.05,No,Excellent,
DBW03499,2022-03-31,Thursday,Malad,Vikhroli,8.02,DW137,School,Non-Veg,1.88,37,Delivered,Cash,93.99,No,Good,
DBW03500,2022-11-25,Friday,Churchgate,Kurla,12.14,DW118,Residential,Non-Veg,2.5,61,Delivered,Monthly-Pre-paid,117.36,Yes,Average,
DBW03501,2022-02-14,Monday,Malad,Sion,10.5,DW039,Residential,Non-Veg,1.9,48,Delivered,Cash,103.58,No,Good,
DBW03502,2023-04-13,Thursday,Ghatkopar,Kurla,16.16,DW086,School,Mix,1.55,57,Delivered,Monthly-Pre-paid,142.86,Yes,Good,
DBW03503,2022-08-15,Monday,Lower Parel,Thane,15.87,DW121,Residential,Veg,2.76,77,Delivered,Cash,143.11,Yes,Average,
DBW03504,2022-05-28,Saturday,Chembur,Worli,17.82,DW128,Corporate,Mix,1.51,43,Delivered,Digital,169.86,Yes,Good,
DBW03505,2022-01-13,Thursday,Borivali,Ghatkopar,20.14,DW097,Residential,Veg,1.47,66,Delivered,Digital,182.75,No,Good,
DBW03506,2023-10-11,Wednesday,Dadar,Malad,6.04,DW013,Hospital,Non-Veg,1.17,49,Delayed,Monthly-Pre-paid,54.19,No,Excellent,
DBW03507,2023-09-04,Monday,Ghatkopar,Vikhroli,14.65,DW066,Hospital,Veg,2.43,49,Delivered,Monthly-Pre-paid,139.96,Yes,Average,
DBW03508,2023-08-16,Wednesday,Chembur,Kurla,10.08,DW129,Residential,Non-Veg,2.55,70,Delayed,Digital,112.0,No,Good,
DBW03509,2022-02-12,Saturday,Kurla,Malad,6.36,DW012,Residential,Mix,1.99,28,Delivered,Monthly-Pre-paid,75.78,Yes,nan,
DBW03510,2022-09-13,Tuesday,Malad,Sion,11.77,DW089,Corporate,Non-Veg,1.31,46,Delivered,Cash,110.71,Yes,Average,
DBW03511,2023-12-11,Monday,Lower Parel,Borivali,16.96,DW082,Corporate,Non-Veg,1.8,79,Returned,Monthly-Pre-paid,129.82,No,Good,nan
DBW03512,2023-02-27,Monday,Vikhroli,Malad,9.28,DW034,Residential,Veg,1.65,57,Delivered,Digital,121.45,No,Average,
DBW03513,2022-04-04,Monday,Chembur,Vikhroli,11.31,DW052,Corporate,Mix,1.28,66,Delayed,Monthly-Pre-paid,119.92,No,Good,
DBW03514,2022-04-13,Wednesday,Sion,Churchgate,10.21,DW147,Corporate,Veg,1.56,43,Delivered,Monthly-Pre-paid,116.46,Yes,Good,
DBW03515,2022-07-12,Tuesday,Andheri,Chembur,6.06,DW090,Residential,Veg,2.05,34,Delivered,Digital,81.16,Yes,Average,
DBW03516,2023-12-11,Monday,Goregaon,Borivali,15.98,DW141,Residential,Mix,1.5,59,Delivered,Monthly-Pre-paid,165.31,No,Good,
DBW03517,2022-05-04,Wednesday,Sion,Worli,6.84,DW071,Residential,Mix,1.95,39,Delivered,Monthly-Pre-paid,88.37,Yes,nan,
DBW03518,2023-10-22,Sunday,Borivali,Dadar,12.02,DW127,Corporate,Veg,0.91,32,Delivered,Digital,127.66,Yes,Good,
DBW03519,2023-05-10,Wednesday,Malad,Sion,10.47,DW093,Corporate,Non-Veg,2.64,54,Delivered,Cash,125.24,No,Excellent,
DBW03520,2023-11-04,Saturday,Malad,Vikhroli,10.27,DW137,Residential,Veg,1.6,26,Delivered,Digital,126.85,No,Excellent,
DBW03521,2023-08-26,Saturday,Worli,Kurla,9.12,DW050,Hospital,Mix,2.24,28,Delivered,Cash,123.69,No,Excellent,
DBW03522,2022-08-31,Wednesday,Chembur,Dadar,9.59,DW058,Corporate,Non-Veg,1.89,47,Returned,Monthly-Pre-paid,94.27,No,nan,Customer Unavailable
DBW03523,2023-08-28,Monday,Kurla,Thane,4.59,DW007,Hospital,Veg,2.0,31,Delivered,Digital,70.47,Yes,Good,
DBW03524,2022-05-04,Wednesday,Chembur,Goregaon,22.99,DW035,Residential,Veg,1.23,67,Delivered,Monthly-Pre-paid,189.88,Yes,Poor,
DBW03525,2022-08-01,Monday,Chembur,Thane,5.37,DW021,Hospital,Veg,1.42,34,Delivered,Digital,65.75,No,Good,
DBW03526,2022-06-04,Saturday,Malad,Lower Parel,14.92,DW028,Residential,Veg,1.43,52,Delivered,Cash,146.42,Yes,nan,
DBW03527,2022-04-08,Friday,Kurla,Bandra,12.74,DW047,Corporate,Veg,1.81,69,Delayed,Monthly-Pre-paid,143.04,No,Good,
DBW03528,2022-03-07,Monday,Chembur,Worli,17.65,DW132,Residential,Non-Veg,2.46,84,Delayed,Digital,169.4,Yes,Poor,
DBW03529,2022-05-17,Tuesday,Ghatkopar,Chembur,19.06,DW057,Residential,Mix,2.02,61,Delivered,Monthly-Pre-paid,192.6,No,Average,
DBW03530,2022-03-29,Tuesday,Sion,Andheri,9.55,DW124,Corporate,Mix,1.35,37,Delivered,Cash,101.26,No,Good,
DBW03531,2022-10-05,Wednesday,Bandra,Worli,19.57,DW123,Corporate,Non-Veg,1.84,68,Delivered,Digital,177.89,Yes,Good,
DBW03532,2022-02-22,Tuesday,Worli,Borivali,5.29,DW148,Residential,Mix,1.76,27,Delivered,Digital,60.27,Yes,Good,
DBW03533,2022-02-14,Monday,Vikhroli,Kurla,1.74,DW077,Residential,Non-Veg,1.62,45,Delivered,Monthly-Pre-paid,54.27,No,Excellent,
DBW03534,2023-12-24,Sunday,Andheri,Bandra,9.2,DW128,Hospital,Veg,1.79,16,Delivered,Monthly-Pre-paid,97.89,Yes,Good,
DBW03535,2022-03-06,Sunday,Churchgate,Churchgate,0.5,DW063,Corporate,Non-Veg,2.18,8,Delivered,Monthly-Pre-paid,-2.4,Yes,Good,
DBW03536,2022-02-24,Thursday,Vikhroli,Dadar,7.29,DW095,Corporate,Veg,1.44,35,Delivered,Cash,97.85,Yes,Good,
DBW03537,2022-01-22,Saturday,Thane,Lower Parel,16.01,DW122,School,Veg,1.63,49,Delivered,Digital,144.15,Yes,Average,
DBW03538,2022-04-07,Thursday,Lower Parel,Goregaon,9.95,DW022,Corporate,Mix,2.29,37,Delivered,Digital,112.51,Yes,nan,
DBW03539,2023-01-21,Saturday,Vikhroli,Goregaon,14.52,DW009,Corporate,Mix,2.03,45,Delivered,Cash,129.23,Yes,Good,
DBW03540,2023-08-27,Sunday,Bandra,Bandra,0.5,DW025,Hospital,Non-Veg,2.44,16,Delivered,Cash,34.22,Yes,Average,
DBW03541,2023-06-21,Wednesday,Borivali,Sion,1.29,DW109,School,Non-Veg,2.52,22,Delivered,Monthly-Pre-paid,-2.7,No,Good,
DBW03542,2023-02-28,Tuesday,Andheri,Borivali,12.09,DW072,Residential,Mix,1.12,39,Delivered,Cash,126.24,Yes,Good,
DBW03543,2022-03-04,Friday,Lower Parel,Lower Parel,0.5,DW043,Corporate,Mix,1.94,24,Delivered,Digital,20.87,No,Good,
DBW03544,2023-07-20,Thursday,Dadar,Churchgate,13.76,DW116,Residential,Veg,1.55,67,Delayed,Monthly-Pre-paid,121.06,No,Poor,
DBW03545,2022-01-28,Friday,Andheri,Thane,7.85,DW003,Hospital,Non-Veg,1.2,45,Delivered,Monthly-Pre-paid,104.29,No,Excellent,
DBW03546,2023-04-06,Thursday,Borivali,Churchgate,9.39,DW026,Hospital,Veg,1.41,27,Delivered,Digital,103.35,No,Good,
DBW03547,2022-10-26,Wednesday,Borivali,Bandra,17.51,DW071,Corporate,Non-Veg,1.65,74,Delayed,Monthly-Pre-paid,166.39,Yes,Average,
DBW03548,2023-10-06,Friday,Sion,Goregaon,17.56,DW138,Hospital,Veg,1.65,63,Delivered,Monthly-Pre-paid,159.65,Yes,Good,
DBW03549,2022-08-13,Saturday,Goregaon,Worli,12.4,DW113,Residential,Veg,1.5,50,Delivered,Cash,142.59,No,Excellent,
DBW03550,2023-04-12,Wednesday,Borivali,Bandra,19.54,DW103,Corporate,Mix,1.79,95,Delayed,Monthly-Pre-paid,179.78,Yes,Excellent,
DBW03551,2022-11-18,Friday,Thane,Malad,6.04,DW107,Corporate,Veg,3.02,45,Delivered,Monthly-Pre-paid,100.6,Yes,Excellent,
DBW03552,2023-01-17,Tuesday,Churchgate,Sion,8.73,DW047,Corporate,Mix,0.94,37,Delivered,Monthly-Pre-paid,118.29,No,Good,
DBW03553,2023-11-17,Friday,Chembur,Sion,11.57,DW068,School,Non-Veg,2.37,47,Delivered,Digital,143.94,No,Good,
DBW03554,2023-06-05,Monday,Sion,Lower Parel,15.58,DW133,Corporate,Veg,1.79,61,Delivered,Cash,169.16,No,nan,
DBW03555,2022-10-30,Sunday,Chembur,Sion,10.11,DW110,Residential,Veg,1.58,27,Delivered,Cash,101.77,No,Poor,
DBW03556,2022-11-23,Wednesday,Churchgate,Malad,17.75,DW090,Corporate,Mix,0.79,51,Delivered,Digital,172.82,No,Excellent,
DBW03557,2023-05-30,Tuesday,Thane,Andheri,8.65,DW013,Residential,Mix,2.18,47,Delivered,Cash,96.17,Yes,Excellent,
DBW03558,2022-09-10,Saturday,Worli,Lower Parel,16.21,DW110,Residential,Mix,1.08,44,Delivered,Digital,172.24,Yes,nan,
DBW03559,2022-05-03,Tuesday,Thane,Chembur,8.15,DW055,School,Veg,2.21,46,Delivered,Digital,95.03,No,Average,
DBW03560,2022-12-08,Thursday,Andheri,Bandra,8.66,DW058,Residential,Mix,2.67,43,Delivered,Monthly-Pre-paid,95.61,Yes,Average,
DBW03561,2022-02-19,Saturday,Vikhroli,Churchgate,7.73,DW102,Residential,Veg,1.16,30,Delivered,Digital,116.7,Yes,Good,
DBW03562,2022-05-04,Wednesday,Worli,Thane,9.37,DW060,Residential,Non-Veg,2.38,34,Delivered,Digital,100.01,No,Excellent,
DBW03563,2022-11-04,Friday,Andheri,Lower Parel,13.18,DW086,Residential,Veg,1.81,62,Delivered,Digital,126.09,No,Good,
DBW03564,2023-08-05,Saturday,Goregaon,Worli,12.96,DW002,School,Veg,0.75,37,Delivered,Cash,127.65,Yes,Good,
DBW03565,2023-07-25,Tuesday,Malad,Sion,10.43,DW028,Residential,Veg,1.2,48,Delivered,Monthly-Pre-paid,129.52,No,Good,
DBW03566,2022-07-10,Sunday,Malad,Chembur,4.88,DW081,Hospital,Mix,1.89,25,Delivered,Digital,71.86,No,nan,
DBW03567,2022-11-05,Saturday,Lower Parel,Malad,15.2,DW144,Corporate,Veg,2.0,52,Delivered,Cash,158.46,No,Excellent,
DBW03568,2022-04-23,Saturday,Vikhroli,Lower Parel,11.49,DW115,Residential,Veg,1.01,42,Delivered,Monthly-Pre-paid,125.48,Yes,Excellent,
DBW03569,2023-07-06,Thursday,Dadar,Lower Parel,8.94,DW063,Hospital,Veg,1.82,35,Delivered,Cash,68.66,No,nan,
DBW03570,2022-06-29,Wednesday,Goregaon,Dadar,14.09,DW146,Hospital,Veg,2.21,49,Delivered,Cash,126.67,No,Poor,
DBW03571,2023-08-07,Monday,Goregaon,Kurla,14.74,DW042,Residential,Non-Veg,2.3,85,Delayed,Cash,143.77,No,Good,
DBW03572,2023-09-07,Thursday,Malad,Goregaon,21.72,DW134,Residential,Veg,1.59,74,Delivered,Digital,208.51,No,Good,
DBW03573,2023-05-19,Friday,Ghatkopar,Sion,18.63,DW061,Hospital,Veg,2.02,64,Delivered,Monthly-Pre-paid,164.26,Yes,Good,
DBW03574,2022-08-30,Tuesday,Worli,Bandra,20.48,DW014,Corporate,Non-Veg,2.34,68,Delivered,Monthly-Pre-paid,178.63,Yes,Excellent,
DBW03575,2023-11-27,Monday,Bandra,Malad,7.97,DW001,School,Mix,2.23,56,Delivered,Cash,89.04,No,Poor,
DBW03576,2023-05-16,Tuesday,Thane,Kurla,2.9,DW148,Corporate,Veg,2.25,16,Delivered,Cash,73.06,Yes,Good,
DBW03577,2023-04-17,Monday,Dadar,Bandra,5.32,DW097,Corporate,Non-Veg,1.86,37,Delivered,Monthly-Pre-paid,40.29,No,Excellent,
DBW03578,2023-09-18,Monday,Ghatkopar,Vikhroli,13.85,DW023,Residential,Non-Veg,1.75,55,Delivered,Digital,101.03,No,Good,
DBW03579,2023-10-06,Friday,Ghatkopar,Goregaon,12.14,DW149,Corporate,Mix,1.94,58,Delivered,Digital,153.11,Yes,Average,
DBW03580,2022-02-26,Saturday,Bandra,Lower Parel,9.73,DW007,Corporate,Mix,1.42,33,Delivered,Monthly-Pre-paid,84.88,No,nan,
DBW03581,2023-10-06,Friday,Sion,Dadar,12.95,DW051,Corporate,Mix,2.36,48,Delivered,Cash,127.49,No,Average,
DBW03582,2023-07-13,Thursday,Chembur,Bandra,14.42,DW113,School,Non-Veg,1.03,54,Delivered,Cash,122.84,No,Excellent,
DBW03583,2022-05-31,Tuesday,Kurla,Borivali,4.7,DW008,Residential,Veg,1.55,53,Delayed,Digital,63.08,No,Average,
DBW03584,2022-08-13,Saturday,Borivali,Chembur,12.75,DW136,School,Mix,1.78,43,Delivered,Cash,129.92,No,Excellent,
DBW03585,2023-07-04,Tuesday,Thane,Kurla,3.91,DW102,Corporate,Non-Veg,2.03,38,Delivered,Cash,85.41,Yes,Excellent,
DBW03586,2022-06-08,Wednesday,Worli,Ghatkopar,19.14,DW143,Corporate,Mix,2.13,73,Delivered,Digital,193.94,No,Good,
DBW03587,2022-11-27,Sunday,Malad,Kurla,6.08,DW126,Corporate,Mix,2.54,27,Delivered,Cash,59.43,Yes,Excellent,
DBW03588,2023-05-18,Thursday,Goregaon,Sion,18.09,DW124,Corporate,Mix,1.84,59,Delivered,Digital,146.06,No,Good,
DBW03589,2023-04-20,Thursday,Chembur,Kurla,7.46,DW035,Corporate,Non-Veg,1.44,41,Delivered,Digital,97.14,No,Average,
DBW03590,2023-10-27,Friday,Worli,Andheri,15.5,DW031,Corporate,Non-Veg,1.73,72,Returned,Monthly-Pre-paid,146.2,No,Excellent,Damaged
DBW03591,2022-03-23,Wednesday,Lower Parel,Ghatkopar,5.02,DW037,Residential,Mix,1.64,41,Delivered,Monthly-Pre-paid,59.33,Yes,Good,
DBW03592,2022-08-04,Thursday,Ghatkopar,Thane,17.82,DW024,Residential,Mix,2.06,68,Delayed,Digital,190.34,Yes,Excellent,
DBW03593,2023-12-20,Wednesday,Goregaon,Borivali,16.3,DW100,Corporate,Veg,1.27,64,Delivered,Cash,134.08,No,Good,
DBW03594,2023-02-20,Monday,Ghatkopar,Lower Parel,3.78,DW009,Residential,Non-Veg,1.71,42,Delivered,Digital,54.71,Yes,Good,
DBW03595,2022-07-01,Friday,Sion,Malad,9.73,DW065,Corporate,Non-Veg,2.61,61,Delivered,Digital,117.34,No,Excellent,
DBW03596,2022-07-31,Sunday,Chembur,Malad,2.56,DW088,Residential,Veg,1.89,32,Returned,Digital,32.75,No,Poor,nan
DBW03597,2022-09-05,Monday,Bandra,Borivali,18.45,DW081,Residential,Non-Veg,1.27,55,Delivered,Digital,197.06,Yes,Good,
DBW03598,2023-02-09,Thursday,Kurla,Dadar,7.8,DW074,Hospital,Mix,1.63,45,Delivered,Cash,77.21,Yes,nan,
DBW03599,2022-07-27,Wednesday,Vikhroli,Churchgate,7.89,DW034,Hospital,Veg,0.68,36,Delivered,Cash,92.1,Yes,nan,
DBW03600,2023-03-30,Thursday,Thane,Worli,10.19,DW017,Corporate,Non-Veg,1.77,51,Delivered,Digital,101.13,No,Good,
DBW03601,2022-11-22,Tuesday,Vikhroli,Goregaon,11.89,DW149,Residential,Non-Veg,2.62,68,Returned,Cash,84.03,Yes,Poor,nan
DBW03602,2023-03-22,Wednesday,Sion,Ghatkopar,19.84,DW070,Hospital,Mix,1.21,61,Delivered,Cash,182.4,Yes,Average,
DBW03603,2022-04-24,Sunday,Ghatkopar,Andheri,14.31,DW090,School,Veg,1.07,39,Delivered,Digital,156.38,No,Good,
DBW03604,2023-04-01,Saturday,Lower Parel,Kurla,11.44,DW086,Residential,Non-Veg,1.47,43,Delivered,Monthly-Pre-paid,105.96,No,Poor,
DBW03605,2023-11-07,Tuesday,Sion,Malad,11.04,DW056,Residential,Veg,2.26,49,Delivered,Cash,108.94,No,Good,
DBW03606,2022-04-09,Saturday,Borivali,Dadar,12.38,DW109,Residential,Non-Veg,2.65,50,Delivered,Cash,121.26,No,Good,
DBW03607,2022-08-28,Sunday,Worli,Bandra,19.7,DW057,School,Mix,2.02,59,Delivered,Digital,195.61,No,Good,
DBW03608,2023-05-22,Monday,Sion,Chembur,11.37,DW063,Corporate,Mix,1.16,36,Delivered,Cash,115.55,No,Poor,
DBW03609,2023-03-27,Monday,Chembur,Churchgate,20.16,DW121,Corporate,Non-Veg,1.79,74,Delivered,Monthly-Pre-paid,191.66,No,nan,
DBW03610,2023-05-08,Monday,Kurla,Lower Parel,11.87,DW048,Hospital,Non-Veg,2.69,59,Delivered,Monthly-Pre-paid,125.52,No,Excellent,
DBW03611,2023-02-13,Monday,Goregaon,Thane,18.62,DW105,Residential,Mix,1.64,65,Delivered,Cash,171.08,No,Good,
